,exp,order,rew,rt,run,sub,trial_index
0,sim,b_plus,0.0,,2,fd_135,0
1,sim,iti,0.0,,2,fd_135,1
2,sim,c_plus,0.0,,2,fd_135,2
3,sim,iti,0.0,,2,fd_135,3
4,sim,b_plus,1.0,850.075000004,2,fd_135,4
5,sim,iti,0.0,,2,fd_135,5
6,sim,c_plus,0.0,,2,fd_135,6
7,sim,iti,0.0,,2,fd_135,7
8,sim,c_plus,1.0,849.080000009,2,fd_135,8
9,sim,iti,0.0,,2,fd_135,9
10,sim,b_plus,1.0,565.900000001,2,fd_135,10
11,sim,iti,0.0,,2,fd_135,11
12,sim,c_minus,1.0,954.418000003,2,fd_135,12
13,sim,iti,0.0,,2,fd_135,13
14,sim,c_minus,0.0,,2,fd_135,14
15,sim,iti,0.0,,2,fd_135,15
16,sim,b_plus,1.0,842.410000006,2,fd_135,16
17,sim,iti,0.0,,2,fd_135,17
18,sim,b_minus,0.0,,2,fd_135,18
19,sim,iti,0.0,,2,fd_135,19
20,sim,b_plus,1.0,826.062000002,2,fd_135,20
21,sim,iti,0.0,,2,fd_135,21
22,sim,c_plus,1.0,845.668999996,2,fd_135,22
23,sim,iti,0.0,,2,fd_135,23
24,sim,b_plus,1.0,401.455999992,2,fd_135,24
25,sim,iti,0.0,,2,fd_135,25
26,sim,c_minus,0.0,,2,fd_135,26
27,sim,iti,0.0,,2,fd_135,27
28,sim,c_plus,1.0,855.878999989,2,fd_135,28
29,sim,iti,0.0,,2,fd_135,29
30,sim,c_plus,1.0,1169.617,2,fd_135,30
31,sim,iti,0.0,,2,fd_135,31
32,sim,b_minus,1.0,916.592999996,2,fd_135,32
33,sim,iti,0.0,,2,fd_135,33
34,sim,b_plus,0.0,,2,fd_135,34
35,sim,iti,0.0,,2,fd_135,35
36,sim,b_plus,1.0,815.349000006,2,fd_135,36
37,sim,iti,0.0,,2,fd_135,37
38,sim,c_minus,0.0,,2,fd_135,38
39,sim,iti,0.0,,2,fd_135,39
40,sim,b_minus,0.0,,2,fd_135,40
41,sim,iti,0.0,,2,fd_135,41
42,sim,c_minus,0.0,,2,fd_135,42
43,sim,iti,0.0,,2,fd_135,43
44,sim,b_minus,0.0,,2,fd_135,44
45,sim,iti,0.0,,2,fd_135,45
46,sim,c_minus,0.0,,2,fd_135,46
47,sim,iti,0.0,,2,fd_135,47
48,sim,c_plus,1.0,997.678000008,2,fd_135,48
49,sim,iti,0.0,,2,fd_135,49
50,sim,b_plus,1.0,543.952000007,2,fd_135,50
51,sim,iti,0.0,,2,fd_135,51
52,sim,c_minus,1.0,863.84,2,fd_135,52
53,sim,iti,0.0,,2,fd_135,53
54,sim,b_minus,1.0,993.301999997,2,fd_135,54
55,sim,iti,0.0,,2,fd_135,55
56,sim,b_minus,0.0,,2,fd_135,56
57,sim,iti,0.0,,2,fd_135,57
58,sim,c_minus,0.0,,2,fd_135,58
59,sim,iti,0.0,,2,fd_135,59
60,sim,b_minus,0.0,,2,fd_135,60
61,sim,iti,0.0,,2,fd_135,61
62,sim,c_plus,1.0,841.811,2,fd_135,62
63,sim,iti,0.0,,2,fd_135,63
64,sim,b_minus,0.0,,2,fd_135,64
65,sim,iti,0.0,,2,fd_135,65
66,sim,c_plus,1.0,860.494000002,2,fd_135,66
67,sim,iti,0.0,,2,fd_135,67
68,sim,c_minus,0.0,,2,fd_135,68
69,sim,iti,0.0,,2,fd_135,69
70,sim,b_minus,0.0,,2,fd_135,70
71,sim,iti,0.0,,2,fd_135,71
72,sim,b_minus,1.0,877.895000007,2,fd_135,72
73,sim,iti,0.0,,2,fd_135,73
74,sim,b_plus,0.0,,2,fd_135,74
75,sim,iti,0.0,,2,fd_135,75
76,sim,c_plus,0.0,,2,fd_135,76
77,sim,iti,0.0,,2,fd_135,77
78,sim,c_minus,1.0,906.198999999,2,fd_135,78
79,sim,iti,0.0,,2,fd_135,79
80,ser,A,0.0,,2,fd_135,0
81,ser,c_minus,0.0,,2,fd_135,1
82,ser,iti,0.0,,2,fd_135,2
83,ser,b_minus,1.0,864.840000003,2,fd_135,3
84,ser,iti,0.0,,2,fd_135,4
85,ser,A,0.0,,2,fd_135,5
86,ser,c_minus,0.0,,2,fd_135,6
87,ser,iti,0.0,,2,fd_135,7
88,ser,A,0.0,,2,fd_135,8
89,ser,c_minus,0.0,,2,fd_135,9
90,ser,iti,0.0,,2,fd_135,10
91,ser,A,0.0,,2,fd_135,11
92,ser,b_plus,1.0,862.627999997,2,fd_135,12
93,ser,iti,0.0,,2,fd_135,13
94,ser,b_minus,0.0,,2,fd_135,14
95,ser,iti,0.0,,2,fd_135,15
96,ser,b_minus,0.0,,2,fd_135,16
97,ser,iti,0.0,,2,fd_135,17
98,ser,A,0.0,,2,fd_135,18
99,ser,c_minus,0.0,,2,fd_135,19
100,ser,iti,0.0,,2,fd_135,20
101,ser,A,0.0,,2,fd_135,21
102,ser,c_minus,0.0,,2,fd_135,22
103,ser,iti,0.0,,2,fd_135,23
104,ser,A,0.0,,2,fd_135,24
105,ser,b_plus,0.0,,2,fd_135,25
106,ser,iti,0.0,,2,fd_135,26
107,ser,c_plus,0.0,,2,fd_135,27
108,ser,iti,0.0,,2,fd_135,28
109,ser,A,0.0,,2,fd_135,29
110,ser,b_plus,1.0,569.301999989,2,fd_135,30
111,ser,iti,0.0,,2,fd_135,31
112,ser,c_plus,1.0,1052.861,2,fd_135,32
113,ser,iti,0.0,,2,fd_135,33
114,ser,c_plus,1.0,861.050999994,2,fd_135,34
115,ser,iti,0.0,,2,fd_135,35
116,ser,A,0.0,,2,fd_135,36
117,ser,c_minus,1.0,911.545000004,2,fd_135,37
118,ser,iti,0.0,,2,fd_135,38
119,ser,A,0.0,,2,fd_135,39
120,ser,c_minus,1.0,880.962000004,2,fd_135,40
121,ser,iti,0.0,,2,fd_135,41
122,ser,A,0.0,,2,fd_135,42
123,ser,b_plus,1.0,856.699000005,2,fd_135,43
124,ser,iti,0.0,,2,fd_135,44
125,ser,b_minus,0.0,,2,fd_135,45
126,ser,iti,0.0,,2,fd_135,46
127,ser,c_plus,1.0,835.419000004,2,fd_135,47
128,ser,iti,0.0,,2,fd_135,48
129,ser,c_plus,1.0,609.260999999,2,fd_135,49
130,ser,iti,0.0,,2,fd_135,50
131,ser,c_plus,1.0,586.993000004,2,fd_135,51
132,ser,iti,0.0,,2,fd_135,52
133,ser,A,0.0,,2,fd_135,53
134,ser,c_minus,0.0,,2,fd_135,54
135,ser,iti,0.0,,2,fd_135,55
136,ser,b_minus,0.0,,2,fd_135,56
137,ser,iti,0.0,,2,fd_135,57
138,ser,A,0.0,,2,fd_135,58
139,ser,b_plus,0.0,,2,fd_135,59
140,ser,iti,0.0,,2,fd_135,60
141,ser,c_plus,0.0,,2,fd_135,61
142,ser,iti,0.0,,2,fd_135,62
143,ser,A,0.0,,2,fd_135,63
144,ser,b_plus,1.0,595.41699999,2,fd_135,64
145,ser,iti,0.0,,2,fd_135,65
146,ser,A,0.0,,2,fd_135,66
147,ser,b_plus,1.0,832.342000003,2,fd_135,67
148,ser,iti,0.0,,2,fd_135,68
149,ser,A,0.0,,2,fd_135,69
150,ser,b_plus,1.0,390.793999992,2,fd_135,70
151,ser,iti,0.0,,2,fd_135,71
152,ser,b_minus,1.0,809.115999998,2,fd_135,72
153,ser,iti,0.0,,2,fd_135,73
154,ser,A,0.0,,2,fd_135,74
155,ser,c_minus,0.0,,2,fd_135,75
156,ser,iti,0.0,,2,fd_135,76
157,ser,A,0.0,,2,fd_135,77
158,ser,b_plus,1.0,664.857000005,2,fd_135,78
159,ser,iti,0.0,,2,fd_135,79
160,ser,c_plus,1.0,844.196,2,fd_135,80
161,ser,iti,0.0,,2,fd_135,81
162,ser,b_minus,0.0,,2,fd_135,82
163,ser,iti,0.0,,2,fd_135,83
164,ser,b_minus,0.0,,2,fd_135,84
165,ser,iti,0.0,,2,fd_135,85
166,ser,b_minus,0.0,,2,fd_135,86
167,ser,iti,0.0,,2,fd_135,87
168,ser,c_plus,1.0,821.322999991,2,fd_135,88
169,ser,iti,0.0,,2,fd_135,89
170,ser,A,0.0,,2,fd_135,90
171,ser,c_minus,1.0,903.811999998,2,fd_135,91
172,ser,iti,0.0,,2,fd_135,92
173,ser,b_minus,1.0,910.930000007,2,fd_135,93
174,ser,iti,0.0,,2,fd_135,94
175,ser,c_plus,0.0,,2,fd_135,95
176,ser,iti,0.0,,2,fd_135,96
177,ser,A,0.0,,2,fd_135,97
178,ser,b_plus,0.0,,2,fd_135,98
179,ser,iti,0.0,,2,fd_135,99
180,sim,b_minus,0.0,,1,fd_105,0
181,sim,iti,0.0,,1,fd_105,1
182,sim,b_minus,0.0,,1,fd_105,2
183,sim,iti,0.0,,1,fd_105,3
184,sim,c_plus,1.0,943.0,1,fd_105,4
185,sim,iti,0.0,,1,fd_105,5
186,sim,b_minus,0.0,,1,fd_105,6
187,sim,iti,0.0,,1,fd_105,7
188,sim,c_plus,1.0,699.0,1,fd_105,8
189,sim,iti,0.0,,1,fd_105,9
190,sim,c_plus,0.0,,1,fd_105,10
191,sim,iti,0.0,,1,fd_105,11
192,sim,c_minus,0.0,,1,fd_105,12
193,sim,iti,0.0,,1,fd_105,13
194,sim,c_plus,1.0,877.0,1,fd_105,14
195,sim,iti,0.0,,1,fd_105,15
196,sim,c_minus,1.0,950.0,1,fd_105,16
197,sim,iti,0.0,,1,fd_105,17
198,sim,b_minus,0.0,,1,fd_105,18
199,sim,iti,0.0,,1,fd_105,19
200,sim,b_plus,0.0,,1,fd_105,20
201,sim,iti,0.0,,1,fd_105,21
202,sim,b_minus,1.0,1046.0,1,fd_105,22
203,sim,iti,0.0,,1,fd_105,23
204,sim,c_plus,1.0,926.0,1,fd_105,24
205,sim,iti,0.0,,1,fd_105,25
206,sim,b_plus,1.0,738.0,1,fd_105,26
207,sim,iti,0.0,,1,fd_105,27
208,sim,c_minus,0.0,,1,fd_105,28
209,sim,iti,0.0,,1,fd_105,29
210,sim,c_minus,1.0,900.0,1,fd_105,30
211,sim,iti,0.0,,1,fd_105,31
212,sim,c_minus,0.0,,1,fd_105,32
213,sim,iti,0.0,,1,fd_105,33
214,sim,c_plus,1.0,868.0,1,fd_105,34
215,sim,iti,0.0,,1,fd_105,35
216,sim,c_plus,0.0,,1,fd_105,36
217,sim,iti,0.0,,1,fd_105,37
218,sim,b_plus,0.0,,1,fd_105,38
219,sim,iti,0.0,,1,fd_105,39
220,sim,c_plus,1.0,1099.0,1,fd_105,40
221,sim,iti,0.0,,1,fd_105,41
222,sim,c_minus,0.0,,1,fd_105,42
223,sim,iti,0.0,,1,fd_105,43
224,sim,b_plus,1.0,930.0,1,fd_105,44
225,sim,iti,0.0,,1,fd_105,45
226,sim,c_minus,0.0,,1,fd_105,46
227,sim,iti,0.0,,1,fd_105,47
228,sim,b_plus,1.0,903.0,1,fd_105,48
229,sim,iti,0.0,,1,fd_105,49
230,sim,b_minus,0.0,,1,fd_105,50
231,sim,iti,0.0,,1,fd_105,51
232,sim,b_plus,1.0,846.0,1,fd_105,52
233,sim,iti,0.0,,1,fd_105,53
234,sim,b_minus,0.0,,1,fd_105,54
235,sim,iti,0.0,,1,fd_105,55
236,sim,c_minus,0.0,,1,fd_105,56
237,sim,iti,0.0,,1,fd_105,57
238,sim,b_minus,1.0,917.0,1,fd_105,58
239,sim,iti,0.0,,1,fd_105,59
240,sim,b_plus,1.0,860.0,1,fd_105,60
241,sim,iti,0.0,,1,fd_105,61
242,sim,c_minus,0.0,,1,fd_105,62
243,sim,iti,0.0,,1,fd_105,63
244,sim,b_plus,1.0,834.0,1,fd_105,64
245,sim,iti,0.0,,1,fd_105,65
246,sim,c_plus,1.0,898.0,1,fd_105,66
247,sim,iti,0.0,,1,fd_105,67
248,sim,b_plus,1.0,611.0,1,fd_105,68
249,sim,iti,0.0,,1,fd_105,69
250,sim,b_minus,0.0,,1,fd_105,70
251,sim,iti,0.0,,1,fd_105,71
252,sim,b_minus,1.0,1054.0,1,fd_105,72
253,sim,iti,0.0,,1,fd_105,73
254,sim,c_minus,1.0,851.0,1,fd_105,74
255,sim,iti,0.0,,1,fd_105,75
256,sim,b_plus,0.0,,1,fd_105,76
257,sim,iti,0.0,,1,fd_105,77
258,sim,c_plus,0.0,,1,fd_105,78
259,sim,iti,0.0,,1,fd_105,79
260,ser,A,0.0,,1,fd_105,0
261,ser,b_plus,0.0,,1,fd_105,1
262,ser,iti,0.0,,1,fd_105,2
263,ser,c_plus,1.0,1194.0,1,fd_105,3
264,ser,iti,0.0,,1,fd_105,4
265,ser,c_plus,1.0,848.0,1,fd_105,5
266,ser,iti,0.0,,1,fd_105,6
267,ser,A,0.0,,1,fd_105,7
268,ser,c_minus,1.0,919.0,1,fd_105,8
269,ser,iti,0.0,,1,fd_105,9
270,ser,A,0.0,,1,fd_105,10
271,ser,b_plus,1.0,945.0,1,fd_105,11
272,ser,iti,0.0,,1,fd_105,12
273,ser,b_minus,0.0,,1,fd_105,13
274,ser,iti,0.0,,1,fd_105,14
275,ser,A,0.0,,1,fd_105,15
276,ser,b_plus,1.0,875.0,1,fd_105,16
277,ser,iti,0.0,,1,fd_105,17
278,ser,A,0.0,,1,fd_105,18
279,ser,b_plus,1.0,876.0,1,fd_105,19
280,ser,iti,0.0,,1,fd_105,20
281,ser,A,0.0,,1,fd_105,21
282,ser,b_plus,1.0,962.0,1,fd_105,22
283,ser,iti,0.0,,1,fd_105,23
284,ser,A,0.0,,1,fd_105,24
285,ser,c_minus,0.0,,1,fd_105,25
286,ser,iti,0.0,,1,fd_105,26
287,ser,A,0.0,,1,fd_105,27
288,ser,c_minus,0.0,,1,fd_105,28
289,ser,iti,0.0,,1,fd_105,29
290,ser,b_minus,0.0,,1,fd_105,30
291,ser,iti,0.0,,1,fd_105,31
292,ser,A,0.0,,1,fd_105,32
293,ser,b_plus,1.0,872.0,1,fd_105,33
294,ser,iti,0.0,,1,fd_105,34
295,ser,A,0.0,,1,fd_105,35
296,ser,c_minus,0.0,,1,fd_105,36
297,ser,iti,0.0,,1,fd_105,37
298,ser,A,0.0,,1,fd_105,38
299,ser,c_minus,0.0,,1,fd_105,39
300,ser,iti,0.0,,1,fd_105,40
301,ser,c_plus,1.0,692.0,1,fd_105,41
302,ser,iti,0.0,,1,fd_105,42
303,ser,b_minus,0.0,,1,fd_105,43
304,ser,iti,0.0,,1,fd_105,44
305,ser,A,0.0,,1,fd_105,45
306,ser,c_minus,0.0,,1,fd_105,46
307,ser,iti,0.0,,1,fd_105,47
308,ser,c_plus,1.0,644.0,1,fd_105,48
309,ser,iti,0.0,,1,fd_105,49
310,ser,b_minus,0.0,,1,fd_105,50
311,ser,iti,0.0,,1,fd_105,51
312,ser,b_minus,0.0,,1,fd_105,52
313,ser,iti,0.0,,1,fd_105,53
314,ser,c_plus,0.0,,1,fd_105,54
315,ser,iti,0.0,,1,fd_105,55
316,ser,A,0.0,,1,fd_105,56
317,ser,c_minus,1.0,850.0,1,fd_105,57
318,ser,iti,0.0,,1,fd_105,58
319,ser,b_minus,1.0,991.0,1,fd_105,59
320,ser,iti,0.0,,1,fd_105,60
321,ser,c_plus,0.0,,1,fd_105,61
322,ser,iti,0.0,,1,fd_105,62
323,ser,A,0.0,,1,fd_105,63
324,ser,b_plus,0.0,,1,fd_105,64
325,ser,iti,0.0,,1,fd_105,65
326,ser,b_minus,1.0,865.0,1,fd_105,66
327,ser,iti,0.0,,1,fd_105,67
328,ser,A,0.0,,1,fd_105,68
329,ser,b_plus,1.0,905.0,1,fd_105,69
330,ser,iti,0.0,,1,fd_105,70
331,ser,A,0.0,,1,fd_105,71
332,ser,c_minus,0.0,,1,fd_105,72
333,ser,iti,0.0,,1,fd_105,73
334,ser,A,0.0,,1,fd_105,74
335,ser,c_minus,0.0,,1,fd_105,75
336,ser,iti,0.0,,1,fd_105,76
337,ser,c_plus,1.0,853.0,1,fd_105,77
338,ser,iti,0.0,,1,fd_105,78
339,ser,b_minus,0.0,,1,fd_105,79
340,ser,iti,0.0,,1,fd_105,80
341,ser,c_plus,1.0,881.0,1,fd_105,81
342,ser,iti,0.0,,1,fd_105,82
343,ser,A,0.0,,1,fd_105,83
344,ser,b_plus,1.0,885.0,1,fd_105,84
345,ser,iti,0.0,,1,fd_105,85
346,ser,b_minus,0.0,,1,fd_105,86
347,ser,iti,0.0,,1,fd_105,87
348,ser,c_plus,1.0,740.0,1,fd_105,88
349,ser,iti,0.0,,1,fd_105,89
350,ser,b_minus,1.0,842.0,1,fd_105,90
351,ser,iti,0.0,,1,fd_105,91
352,ser,A,0.0,,1,fd_105,92
353,ser,c_minus,1.0,639.0,1,fd_105,93
354,ser,iti,0.0,,1,fd_105,94
355,ser,c_plus,0.0,,1,fd_105,95
356,ser,iti,0.0,,1,fd_105,96
357,ser,A,0.0,,1,fd_105,97
358,ser,b_plus,0.0,,1,fd_105,98
359,ser,iti,0.0,,1,fd_105,99
360,sim,b_plus,1.0,1009.0,3,fd_105,0
361,sim,iti,0.0,,3,fd_105,1
362,sim,b_minus,0.0,,3,fd_105,2
363,sim,iti,0.0,,3,fd_105,3
364,sim,c_plus,1.0,897.0,3,fd_105,4
365,sim,iti,0.0,,3,fd_105,5
366,sim,b_plus,1.0,835.0,3,fd_105,6
367,sim,iti,0.0,,3,fd_105,7
368,sim,c_plus,1.0,837.0,3,fd_105,8
369,sim,iti,0.0,,3,fd_105,9
370,sim,b_minus,1.0,931.0,3,fd_105,10
371,sim,iti,0.0,,3,fd_105,11
372,sim,b_minus,0.0,,3,fd_105,12
373,sim,iti,0.0,,3,fd_105,13
374,sim,b_plus,1.0,849.0,3,fd_105,14
375,sim,iti,0.0,,3,fd_105,15
376,sim,c_plus,1.0,936.0,3,fd_105,16
377,sim,iti,0.0,,3,fd_105,17
378,sim,c_plus,1.0,915.0,3,fd_105,18
379,sim,iti,0.0,,3,fd_105,19
380,sim,c_plus,0.0,,3,fd_105,20
381,sim,iti,0.0,,3,fd_105,21
382,sim,b_plus,0.0,,3,fd_105,22
383,sim,iti,0.0,,3,fd_105,23
384,sim,c_minus,0.0,,3,fd_105,24
385,sim,iti,0.0,,3,fd_105,25
386,sim,b_plus,0.0,,3,fd_105,26
387,sim,iti,0.0,,3,fd_105,27
388,sim,b_minus,0.0,,3,fd_105,28
389,sim,iti,0.0,,3,fd_105,29
390,sim,b_plus,1.0,822.0,3,fd_105,30
391,sim,iti,0.0,,3,fd_105,31
392,sim,c_minus,0.0,,3,fd_105,32
393,sim,iti,0.0,,3,fd_105,33
394,sim,c_minus,1.0,864.0,3,fd_105,34
395,sim,iti,0.0,,3,fd_105,35
396,sim,c_minus,0.0,,3,fd_105,36
397,sim,iti,0.0,,3,fd_105,37
398,sim,b_minus,0.0,,3,fd_105,38
399,sim,iti,0.0,,3,fd_105,39
400,sim,c_minus,1.0,921.0,3,fd_105,40
401,sim,iti,0.0,,3,fd_105,41
402,sim,c_plus,1.0,866.0,3,fd_105,42
403,sim,iti,0.0,,3,fd_105,43
404,sim,c_minus,0.0,,3,fd_105,44
405,sim,iti,0.0,,3,fd_105,45
406,sim,b_plus,1.0,833.0,3,fd_105,46
407,sim,iti,0.0,,3,fd_105,47
408,sim,c_plus,0.0,,3,fd_105,48
409,sim,iti,0.0,,3,fd_105,49
410,sim,c_minus,0.0,,3,fd_105,50
411,sim,iti,0.0,,3,fd_105,51
412,sim,c_plus,1.0,872.0,3,fd_105,52
413,sim,iti,0.0,,3,fd_105,53
414,sim,b_minus,0.0,,3,fd_105,54
415,sim,iti,0.0,,3,fd_105,55
416,sim,b_minus,0.0,,3,fd_105,56
417,sim,iti,0.0,,3,fd_105,57
418,sim,c_plus,1.0,852.0,3,fd_105,58
419,sim,iti,0.0,,3,fd_105,59
420,sim,c_minus,0.0,,3,fd_105,60
421,sim,iti,0.0,,3,fd_105,61
422,sim,b_minus,1.0,835.0,3,fd_105,62
423,sim,iti,0.0,,3,fd_105,63
424,sim,c_minus,0.0,,3,fd_105,64
425,sim,iti,0.0,,3,fd_105,65
426,sim,b_plus,1.0,851.0,3,fd_105,66
427,sim,iti,0.0,,3,fd_105,67
428,sim,b_minus,0.0,,3,fd_105,68
429,sim,iti,0.0,,3,fd_105,69
430,sim,b_plus,1.0,861.0,3,fd_105,70
431,sim,iti,0.0,,3,fd_105,71
432,sim,b_minus,1.0,877.0,3,fd_105,72
433,sim,iti,0.0,,3,fd_105,73
434,sim,b_plus,0.0,,3,fd_105,74
435,sim,iti,0.0,,3,fd_105,75
436,sim,c_plus,0.0,,3,fd_105,76
437,sim,iti,0.0,,3,fd_105,77
438,sim,c_minus,1.0,843.0,3,fd_105,78
439,sim,iti,0.0,,3,fd_105,79
440,ser,A,0.0,,3,fd_105,0
441,ser,b_plus,1.0,987.0,3,fd_105,1
442,ser,iti,0.0,,3,fd_105,2
443,ser,c_plus,1.0,936.0,3,fd_105,3
444,ser,iti,0.0,,3,fd_105,4
445,ser,c_plus,0.0,,3,fd_105,5
446,ser,iti,0.0,,3,fd_105,6
447,ser,b_minus,0.0,,3,fd_105,7
448,ser,iti,0.0,,3,fd_105,8
449,ser,b_minus,0.0,,3,fd_105,9
450,ser,iti,0.0,,3,fd_105,10
451,ser,c_plus,1.0,881.0,3,fd_105,11
452,ser,iti,0.0,,3,fd_105,12
453,ser,A,0.0,,3,fd_105,13
454,ser,b_plus,1.0,818.0,3,fd_105,14
455,ser,iti,0.0,,3,fd_105,15
456,ser,A,0.0,,3,fd_105,16
457,ser,b_plus,0.0,,3,fd_105,17
458,ser,iti,0.0,,3,fd_105,18
459,ser,b_minus,0.0,,3,fd_105,19
460,ser,iti,0.0,,3,fd_105,20
461,ser,b_minus,0.0,,3,fd_105,21
462,ser,iti,0.0,,3,fd_105,22
463,ser,A,0.0,,3,fd_105,23
464,ser,c_minus,0.0,,3,fd_105,24
465,ser,iti,0.0,,3,fd_105,25
466,ser,A,0.0,,3,fd_105,26
467,ser,c_minus,0.0,,3,fd_105,27
468,ser,iti,0.0,,3,fd_105,28
469,ser,A,0.0,,3,fd_105,29
470,ser,b_plus,1.0,859.0,3,fd_105,30
471,ser,iti,0.0,,3,fd_105,31
472,ser,c_plus,1.0,866.0,3,fd_105,32
473,ser,iti,0.0,,3,fd_105,33
474,ser,b_minus,1.0,1080.0,3,fd_105,34
475,ser,iti,0.0,,3,fd_105,35
476,ser,c_plus,1.0,878.0,3,fd_105,36
477,ser,iti,0.0,,3,fd_105,37
478,ser,A,0.0,,3,fd_105,38
479,ser,c_minus,0.0,,3,fd_105,39
480,ser,iti,0.0,,3,fd_105,40
481,ser,A,0.0,,3,fd_105,41
482,ser,c_minus,1.0,966.0,3,fd_105,42
483,ser,iti,0.0,,3,fd_105,43
484,ser,A,0.0,,3,fd_105,44
485,ser,c_minus,1.0,870.0,3,fd_105,45
486,ser,iti,0.0,,3,fd_105,46
487,ser,b_minus,0.0,,3,fd_105,47
488,ser,iti,0.0,,3,fd_105,48
489,ser,A,0.0,,3,fd_105,49
490,ser,b_plus,1.0,825.0,3,fd_105,50
491,ser,iti,0.0,,3,fd_105,51
492,ser,A,0.0,,3,fd_105,52
493,ser,c_minus,0.0,,3,fd_105,53
494,ser,iti,0.0,,3,fd_105,54
495,ser,A,0.0,,3,fd_105,55
496,ser,c_minus,0.0,,3,fd_105,56
497,ser,iti,0.0,,3,fd_105,57
498,ser,c_plus,0.0,,3,fd_105,58
499,ser,iti,0.0,,3,fd_105,59
500,ser,b_minus,1.0,851.0,3,fd_105,60
501,ser,iti,0.0,,3,fd_105,61
502,ser,A,0.0,,3,fd_105,62
503,ser,c_minus,0.0,,3,fd_105,63
504,ser,iti,0.0,,3,fd_105,64
505,ser,A,0.0,,3,fd_105,65
506,ser,b_plus,1.0,838.0,3,fd_105,66
507,ser,iti,0.0,,3,fd_105,67
508,ser,A,0.0,,3,fd_105,68
509,ser,b_plus,0.0,,3,fd_105,69
510,ser,iti,0.0,,3,fd_105,70
511,ser,A,0.0,,3,fd_105,71
512,ser,b_plus,1.0,862.0,3,fd_105,72
513,ser,iti,0.0,,3,fd_105,73
514,ser,A,0.0,,3,fd_105,74
515,ser,c_minus,0.0,,3,fd_105,75
516,ser,iti,0.0,,3,fd_105,76
517,ser,c_plus,1.0,865.0,3,fd_105,77
518,ser,iti,0.0,,3,fd_105,78
519,ser,b_minus,0.0,,3,fd_105,79
520,ser,iti,0.0,,3,fd_105,80
521,ser,A,0.0,,3,fd_105,81
522,ser,b_plus,1.0,607.0,3,fd_105,82
523,ser,iti,0.0,,3,fd_105,83
524,ser,b_minus,0.0,,3,fd_105,84
525,ser,iti,0.0,,3,fd_105,85
526,ser,c_plus,1.0,866.0,3,fd_105,86
527,ser,iti,0.0,,3,fd_105,87
528,ser,c_plus,1.0,851.0,3,fd_105,88
529,ser,iti,0.0,,3,fd_105,89
530,ser,b_minus,1.0,860.0,3,fd_105,90
531,ser,iti,0.0,,3,fd_105,91
532,ser,A,0.0,,3,fd_105,92
533,ser,c_minus,1.0,856.0,3,fd_105,93
534,ser,iti,0.0,,3,fd_105,94
535,ser,A,0.0,,3,fd_105,95
536,ser,b_plus,0.0,,3,fd_105,96
537,ser,iti,0.0,,3,fd_105,97
538,ser,c_plus,0.0,,3,fd_105,98
539,ser,iti,0.0,,3,fd_105,99
540,sim,b_plus,1.0,918.790999998,3,fd_128,0
541,sim,iti,0.0,,3,fd_128,1
542,sim,b_minus,0.0,,3,fd_128,2
543,sim,iti,0.0,,3,fd_128,3
544,sim,c_plus,1.0,991.795999996,3,fd_128,4
545,sim,iti,0.0,,3,fd_128,5
546,sim,b_plus,1.0,868.781000006,3,fd_128,6
547,sim,iti,0.0,,3,fd_128,7
548,sim,c_plus,1.0,877.550999992,3,fd_128,8
549,sim,iti,0.0,,3,fd_128,9
550,sim,b_minus,1.0,883.211000002,3,fd_128,10
551,sim,iti,0.0,,3,fd_128,11
552,sim,b_minus,0.0,,3,fd_128,12
553,sim,iti,0.0,,3,fd_128,13
554,sim,b_plus,1.0,872.761,3,fd_128,14
555,sim,iti,0.0,,3,fd_128,15
556,sim,c_plus,1.0,876.002999992,3,fd_128,16
557,sim,iti,0.0,,3,fd_128,17
558,sim,c_plus,1.0,880.816999992,3,fd_128,18
559,sim,iti,0.0,,3,fd_128,19
560,sim,c_plus,0.0,,3,fd_128,20
561,sim,iti,0.0,,3,fd_128,21
562,sim,b_plus,0.0,,3,fd_128,22
563,sim,iti,0.0,,3,fd_128,23
564,sim,c_minus,0.0,,3,fd_128,24
565,sim,iti,0.0,,3,fd_128,25
566,sim,b_plus,0.0,,3,fd_128,26
567,sim,iti,0.0,,3,fd_128,27
568,sim,b_minus,0.0,,3,fd_128,28
569,sim,iti,0.0,,3,fd_128,29
570,sim,b_plus,1.0,886.942000006,3,fd_128,30
571,sim,iti,0.0,,3,fd_128,31
572,sim,c_minus,0.0,,3,fd_128,32
573,sim,iti,0.0,,3,fd_128,33
574,sim,c_minus,1.0,866.118,3,fd_128,34
575,sim,iti,0.0,,3,fd_128,35
576,sim,c_minus,0.0,,3,fd_128,36
577,sim,iti,0.0,,3,fd_128,37
578,sim,b_minus,0.0,,3,fd_128,38
579,sim,iti,0.0,,3,fd_128,39
580,sim,c_minus,1.0,874.593000009,3,fd_128,40
581,sim,iti,0.0,,3,fd_128,41
582,sim,c_plus,1.0,863.112999994,3,fd_128,42
583,sim,iti,0.0,,3,fd_128,43
584,sim,c_minus,0.0,,3,fd_128,44
585,sim,iti,0.0,,3,fd_128,45
586,sim,b_plus,1.0,904.037000009,3,fd_128,46
587,sim,iti,0.0,,3,fd_128,47
588,sim,c_plus,0.0,,3,fd_128,48
589,sim,iti,0.0,,3,fd_128,49
590,sim,c_minus,0.0,,3,fd_128,50
